content,publishtime,area,majorpollutant,forecastdate,aqi,minorpollutant,minorpollutantaqi
"今（5）日環境風場為東北東風至偏東風，中南部位於下風處，污染物易累積；馬祖受中國東南沿岸影響，污染物濃度較高。依18時監測結果，宜蘭、花東空品區為「良好」等級；北部、竹苗、中部空品區及澎湖、金門為「普通」等級；雲嘉南、高屏空品區及馬祖為「橘色提醒」等級。
依監測資料及氣象署5日18時氣象資料顯示：6日高壓出海，環境風場為偏東風，西半部地區位於背風側，擴散條件差，污染物易累積；須留意民俗活動可能造成短時間污染物濃度上升。宜蘭、花東空品區為「良好」等級；北部、竹苗空品區及馬祖、澎湖為「普通」等級；中部、雲嘉南、高屏空品區及金門為「橘色提醒」等級。
7日強烈大陸冷氣團或寒流逐漸南下，環境風場為東北風，東北風可能挾帶微量境外污染物影響臺灣及離島，影響程度視降雨情況及上游污染物累積而有所變化，中南部地區位於下風處，污染物稍易累積；彰化至雲嘉南沿海地區因風速較強，易引發地表揚塵現象影響空氣品質及能見度。花東空品區為「良好」等級；北部、竹苗、中部、雲嘉南、高屏、宜蘭空品區及馬祖、金門、澎湖為「普通」等級。
8日強烈大陸冷氣團或寒流影響，環境風場為東北風，中南部地區位於下風處，污染物易累積；彰化至雲嘉南沿海地區因風速較強，易引發地表揚塵現象影響空氣品質及能見度。宜蘭、花東空品區為「良好」等級；北部、竹苗、中部、雲嘉南空品區及馬祖、金門、澎湖為「普通」等級；高屏空品區為「橘色提醒」等級。
未來一週，6日環境風場轉為偏東風，西半部污染物易累積；7日至10日清晨強烈大陸冷氣團或寒流南下影響，東北風可能挾帶微量境外污染物影響臺灣及離島，中南部污染物易累積；10日白天至11日環境風場轉為偏東風，西半部污染物易累積。空氣品質受氣象條件影響大，有其不確定性，請隨時留意最新空氣品質資訊。","2025-02-05 22:00",宜蘭,,2025-02-09,50,,
"今（5）日環境風場為東北東風至偏東風，中南部位於下風處，污染物易累積；馬祖受中國東南沿岸影響，污染物濃度較高。依18時監測結果，宜蘭、花東空品區為「良好」等級；北部、竹苗、中部空品區及澎湖、金門為「普通」等級；雲嘉南、高屏空品區及馬祖為「橘色提醒」等級。
依監測資料及氣象署5日18時氣象資料顯示：6日高壓出海，環境風場為偏東風，西半部地區位於背風側，擴散條件差，污染物易累積；須留意民俗活動可能造成短時間污染物濃度上升。宜蘭、花東空品區為「良好」等級；北部、竹苗空品區及馬祖、澎湖為「普通」等級；中部、雲嘉南、高屏空品區及金門為「橘色提醒」等級。
7日強烈大陸冷氣團或寒流逐漸南下，環境風場為東北風，東北風可能挾帶微量境外污染物影響臺灣及離島，影響程度視降雨情況及上游污染物累積而有所變化，中南部地區位於下風處，污染物稍易累積；彰化至雲嘉南沿海地區因風速較強，易引發地表揚塵現象影響空氣品質及能見度。花東空品區為「良好」等級；北部、竹苗、中部、雲嘉南、高屏、宜蘭空品區及馬祖、金門、澎湖為「普通」等級。
8日強烈大陸冷氣團或寒流影響，環境風場為東北風，中南部地區位於下風處，污染物易累積；彰化至雲嘉南沿海地區因風速較強，易引發地表揚塵現象影響空氣品質及能見度。宜蘭、花東空品區為「良好」等級；北部、竹苗、中部、雲嘉南空品區及馬祖、金門、澎湖為「普通」等級；高屏空品區為「橘色提醒」等級。
未來一週，6日環境風場轉為偏東風，西半部污染物易累積；7日至10日清晨強烈大陸冷氣團或寒流南下影響，東北風可能挾帶微量境外污染物影響臺灣及離島，中南部污染物易累積；10日白天至11日環境風場轉為偏東風，西半部污染物易累積。空氣品質受氣象條件影響大，有其不確定性，請隨時留意最新空氣品質資訊。","2025-02-05 22:00",竹苗,細懸浮微粒,2025-02-06,55,,
"今（5）日環境風場為東北東風至偏東風，中南部位於下風處，污染物易累積；馬祖受中國東南沿岸影響，污染物濃度較高。依18時監測結果，宜蘭、花東空品區為「良好」等級；北部、竹苗、中部空品區及澎湖、金門為「普通」等級；雲嘉南、高屏空品區及馬祖為「橘色提醒」等級。
依監測資料及氣象署5日18時氣象資料顯示：6日高壓出海，環境風場為偏東風，西半部地區位於背風側，擴散條件差，污染物易累積；須留意民俗活動可能造成短時間污染物濃度上升。宜蘭、花東空品區為「良好」等級；北部、竹苗空品區及馬祖、澎湖為「普通」等級；中部、雲嘉南、高屏空品區及金門為「橘色提醒」等級。
7日強烈大陸冷氣團或寒流逐漸南下，環境風場為東北風，東北風可能挾帶微量境外污染物影響臺灣及離島，影響程度視降雨情況及上游污染物累積而有所變化，中南部地區位於下風處，污染物稍易累積；彰化至雲嘉南沿海地區因風速較強，易引發地表揚塵現象影響空氣品質及能見度。花東空品區為「良好」等級；北部、竹苗、中部、雲嘉南、高屏、宜蘭空品區及馬祖、金門、澎湖為「普通」等級。
8日強烈大陸冷氣團或寒流影響，環境風場為東北風，中南部地區位於下風處，污染物易累積；彰化至雲嘉南沿海地區因風速較強，易引發地表揚塵現象影響空氣品質及能見度。宜蘭、花東空品區為「良好」等級；北部、竹苗、中部、雲嘉南空品區及馬祖、金門、澎湖為「普通」等級；高屏空品區為「橘色提醒」等級。
未來一週，6日環境風場轉為偏東風，西半部污染物易累積；7日至10日清晨強烈大陸冷氣團或寒流南下影響，東北風可能挾帶微量境外污染物影響臺灣及離島，中南部污染物易累積；10日白天至11日環境風場轉為偏東風，西半部污染物易累積。空氣品質受氣象條件影響大，有其不確定性，請隨時留意最新空氣品質資訊。","2025-02-05 22:00",中部,細懸浮微粒,2025-02-07,80,,
"今（5）日環境風場為東北東風至偏東風，中南部位於下風處，污染物易累積；馬祖受中國東南沿岸影響，污染物濃度較高。依18時監測結果，宜蘭、花東空品區為「良好」等級；北部、竹苗、中部空品區及澎湖、金門為「普通」等級；雲嘉南、高屏空品區及馬祖為「橘色提醒」等級。
依監測資料及氣象署5日18時氣象資料顯示：6日高壓出海，環境風場為偏東風，西半部地區位於背風側，擴散條件差，污染物易累積；須留意民俗活動可能造成短時間污染物濃度上升。宜蘭、花東空品區為「良好」等級；北部、竹苗空品區及馬祖、澎湖為「普通」等級；中部、雲嘉南、高屏空品區及金門為「橘色提醒」等級。
7日強烈大陸冷氣團或寒流逐漸南下，環境風場為東北風，東北風可能挾帶微量境外污染物影響臺灣及離島，影響程度視降雨情況及上游污染物累積而有所變化，中南部地區位於下風處，污染物稍易累積；彰化至雲嘉南沿海地區因風速較強，易引發地表揚塵現象影響空氣品質及能見度。花東空品區為「良好」等級；北部、竹苗、中部、雲嘉南、高屏、宜蘭空品區及馬祖、金門、澎湖為「普通」等級。
8日強烈大陸冷氣團或寒流影響，環境風場為東北風，中南部地區位於下風處，污染物易累積；彰化至雲嘉南沿海地區因風速較強，易引發地表揚塵現象影響空氣品質及能見度。宜蘭、花東空品區為「良好」等級；北部、竹苗、中部、雲嘉南空品區及馬祖、金門、澎湖為「普通」等級；高屏空品區為「橘色提醒」等級。
未來一週，6日環境風場轉為偏東風，西半部污染物易累積；7日至10日清晨強烈大陸冷氣團或寒流南下影響，東北風可能挾帶微量境外污染物影響臺灣及離島，中南部污染物易累積；10日白天至11日環境風場轉為偏東風，西半部污染物易累積。空氣品質受氣象條件影響大，有其不確定性，請隨時留意最新空氣品質資訊。","2025-02-05 22:00",馬祖,細懸浮微粒,2025-02-09,90,,
"今（5）日環境風場為東北東風至偏東風，中南部位於下風處，污染物易累積；馬祖受中國東南沿岸影響，污染物濃度較高。依18時監測結果，宜蘭、花東空品區為「良好」等級；北部、竹苗、中部空品區及澎湖、金門為「普通」等級；雲嘉南、高屏空品區及馬祖為「橘色提醒」等級。
依監測資料及氣象署5日18時氣象資料顯示：6日高壓出海，環境風場為偏東風，西半部地區位於背風側，擴散條件差，污染物易累積；須留意民俗活動可能造成短時間污染物濃度上升。宜蘭、花東空品區為「良好」等級；北部、竹苗空品區及馬祖、澎湖為「普通」等級；中部、雲嘉南、高屏空品區及金門為「橘色提醒」等級。
7日強烈大陸冷氣團或寒流逐漸南下，環境風場為東北風，東北風可能挾帶微量境外污染物影響臺灣及離島，影響程度視降雨情況及上游污染物累積而有所變化，中南部地區位於下風處，污染物稍易累積；彰化至雲嘉南沿海地區因風速較強，易引發地表揚塵現象影響空氣品質及能見度。花東空品區為「良好」等級；北部、竹苗、中部、雲嘉南、高屏、宜蘭空品區及馬祖、金門、澎湖為「普通」等級。
8日強烈大陸冷氣團或寒流影響，環境風場為東北風，中南部地區位於下風處，污染物易累積；彰化至雲嘉南沿海地區因風速較強，易引發地表揚塵現象影響空氣品質及能見度。宜蘭、花東空品區為「良好」等級；北部、竹苗、中部、雲嘉南空品區及馬祖、金門、澎湖為「普通」等級；高屏空品區為「橘色提醒」等級。
未來一週，6日環境風場轉為偏東風，西半部污染物易累積；7日至10日清晨強烈大陸冷氣團或寒流南下影響，東北風可能挾帶微量境外污染物影響臺灣及離島，中南部污染物易累積；10日白天至11日環境風場轉為偏東風，西半部污染物易累積。空氣品質受氣象條件影響大，有其不確定性，請隨時留意最新空氣品質資訊。","2025-02-05 22:00",宜蘭,,2025-02-08,50,,
"今（5）日環境風場為東北東風至偏東風，中南部位於下風處，污染物易累積；馬祖受中國東南沿岸影響，污染物濃度較高。依18時監測結果，宜蘭、花東空品區為「良好」等級；北部、竹苗、中部空品區及澎湖、金門為「普通」等級；雲嘉南、高屏空品區及馬祖為「橘色提醒」等級。
依監測資料及氣象署5日18時氣象資料顯示：6日高壓出海，環境風場為偏東風，西半部地區位於背風側，擴散條件差，污染物易累積；須留意民俗活動可能造成短時間污染物濃度上升。宜蘭、花東空品區為「良好」等級；北部、竹苗空品區及馬祖、澎湖為「普通」等級；中部、雲嘉南、高屏空品區及金門為「橘色提醒」等級。
7日強烈大陸冷氣團或寒流逐漸南下，環境風場為東北風，東北風可能挾帶微量境外污染物影響臺灣及離島，影響程度視降雨情況及上游污染物累積而有所變化，中南部地區位於下風處，污染物稍易累積；彰化至雲嘉南沿海地區因風速較強，易引發地表揚塵現象影響空氣品質及能見度。花東空品區為「良好」等級；北部、竹苗、中部、雲嘉南、高屏、宜蘭空品區及馬祖、金門、澎湖為「普通」等級。
8日強烈大陸冷氣團或寒流影響，環境風場為東北風，中南部地區位於下風處，污染物易累積；彰化至雲嘉南沿海地區因風速較強，易引發地表揚塵現象影響空氣品質及能見度。宜蘭、花東空品區為「良好」等級；北部、竹苗、中部、雲嘉南空品區及馬祖、金門、澎湖為「普通」等級；高屏空品區為「橘色提醒」等級。
未來一週，6日環境風場轉為偏東風，西半部污染物易累積；7日至10日清晨強烈大陸冷氣團或寒流南下影響，東北風可能挾帶微量境外污染物影響臺灣及離島，中南部污染物易累積；10日白天至11日環境風場轉為偏東風，西半部污染物易累積。空氣品質受氣象條件影響大，有其不確定性，請隨時留意最新空氣品質資訊。","2025-02-05 22:00",宜蘭,,2025-02-06,50,,
"今（5）日環境風場為東北東風至偏東風，中南部位於下風處，污染物易累積；馬祖受中國東南沿岸影響，污染物濃度較高。依18時監測結果，宜蘭、花東空品區為「良好」等級；北部、竹苗、中部空品區及澎湖、金門為「普通」等級；雲嘉南、高屏空品區及馬祖為「橘色提醒」等級。
依監測資料及氣象署5日18時氣象資料顯示：6日高壓出海，環境風場為偏東風，西半部地區位於背風側，擴散條件差，污染物易累積；須留意民俗活動可能造成短時間污染物濃度上升。宜蘭、花東空品區為「良好」等級；北部、竹苗空品區及馬祖、澎湖為「普通」等級；中部、雲嘉南、高屏空品區及金門為「橘色提醒」等級。
7日強烈大陸冷氣團或寒流逐漸南下，環境風場為東北風，東北風可能挾帶微量境外污染物影響臺灣及離島，影響程度視降雨情況及上游污染物累積而有所變化，中南部地區位於下風處，污染物稍易累積；彰化至雲嘉南沿海地區因風速較強，易引發地表揚塵現象影響空氣品質及能見度。花東空品區為「良好」等級；北部、竹苗、中部、雲嘉南、高屏、宜蘭空品區及馬祖、金門、澎湖為「普通」等級。
8日強烈大陸冷氣團或寒流影響，環境風場為東北風，中南部地區位於下風處，污染物易累積；彰化至雲嘉南沿海地區因風速較強，易引發地表揚塵現象影響空氣品質及能見度。宜蘭、花東空品區為「良好」等級；北部、竹苗、中部、雲嘉南空品區及馬祖、金門、澎湖為「普通」等級；高屏空品區為「橘色提醒」等級。
未來一週，6日環境風場轉為偏東風，西半部污染物易累積；7日至10日清晨強烈大陸冷氣團或寒流南下影響，東北風可能挾帶微量境外污染物影響臺灣及離島，中南部污染物易累積；10日白天至11日環境風場轉為偏東風，西半部污染物易累積。空氣品質受氣象條件影響大，有其不確定性，請隨時留意最新空氣品質資訊。","2025-02-05 22:00",花東,,2025-02-06,50,,
"今（5）日環境風場為東北東風至偏東風，中南部位於下風處，污染物易累積；馬祖受中國東南沿岸影響，污染物濃度較高。依18時監測結果，宜蘭、花東空品區為「良好」等級；北部、竹苗、中部空品區及澎湖、金門為「普通」等級；雲嘉南、高屏空品區及馬祖為「橘色提醒」等級。
依監測資料及氣象署5日18時氣象資料顯示：6日高壓出海，環境風場為偏東風，西半部地區位於背風側，擴散條件差，污染物易累積；須留意民俗活動可能造成短時間污染物濃度上升。宜蘭、花東空品區為「良好」等級；北部、竹苗空品區及馬祖、澎湖為「普通」等級；中部、雲嘉南、高屏空品區及金門為「橘色提醒」等級。
7日強烈大陸冷氣團或寒流逐漸南下，環境風場為東北風，東北風可能挾帶微量境外污染物影響臺灣及離島，影響程度視降雨情況及上游污染物累積而有所變化，中南部地區位於下風處，污染物稍易累積；彰化至雲嘉南沿海地區因風速較強，易引發地表揚塵現象影響空氣品質及能見度。花東空品區為「良好」等級；北部、竹苗、中部、雲嘉南、高屏、宜蘭空品區及馬祖、金門、澎湖為「普通」等級。
8日強烈大陸冷氣團或寒流影響，環境風場為東北風，中南部地區位於下風處，污染物易累積；彰化至雲嘉南沿海地區因風速較強，易引發地表揚塵現象影響空氣品質及能見度。宜蘭、花東空品區為「良好」等級；北部、竹苗、中部、雲嘉南空品區及馬祖、金門、澎湖為「普通」等級；高屏空品區為「橘色提醒」等級。
未來一週，6日環境風場轉為偏東風，西半部污染物易累積；7日至10日清晨強烈大陸冷氣團或寒流南下影響，東北風可能挾帶微量境外污染物影響臺灣及離島，中南部污染物易累積；10日白天至11日環境風場轉為偏東風，西半部污染物易累積。空氣品質受氣象條件影響大，有其不確定性，請隨時留意最新空氣品質資訊。","2025-02-05 22:00",高屏,細懸浮微粒,2025-02-08,105,懸浮微粒,55
"今（5）日環境風場為東北東風至偏東風，中南部位於下風處，污染物易累積；馬祖受中國東南沿岸影響，污染物濃度較高。依18時監測結果，宜蘭、花東空品區為「良好」等級；北部、竹苗、中部空品區及澎湖、金門為「普通」等級；雲嘉南、高屏空品區及馬祖為「橘色提醒」等級。
依監測資料及氣象署5日18時氣象資料顯示：6日高壓出海，環境風場為偏東風，西半部地區位於背風側，擴散條件差，污染物易累積；須留意民俗活動可能造成短時間污染物濃度上升。宜蘭、花東空品區為「良好」等級；北部、竹苗空品區及馬祖、澎湖為「普通」等級；中部、雲嘉南、高屏空品區及金門為「橘色提醒」等級。
7日強烈大陸冷氣團或寒流逐漸南下，環境風場為東北風，東北風可能挾帶微量境外污染物影響臺灣及離島，影響程度視降雨情況及上游污染物累積而有所變化，中南部地區位於下風處，污染物稍易累積；彰化至雲嘉南沿海地區因風速較強，易引發地表揚塵現象影響空氣品質及能見度。花東空品區為「良好」等級；北部、竹苗、中部、雲嘉南、高屏、宜蘭空品區及馬祖、金門、澎湖為「普通」等級。
8日強烈大陸冷氣團或寒流影響，環境風場為東北風，中南部地區位於下風處，污染物易累積；彰化至雲嘉南沿海地區因風速較強，易引發地表揚塵現象影響空氣品質及能見度。宜蘭、花東空品區為「良好」等級；北部、竹苗、中部、雲嘉南空品區及馬祖、金門、澎湖為「普通」等級；高屏空品區為「橘色提醒」等級。
未來一週，6日環境風場轉為偏東風，西半部污染物易累積；7日至10日清晨強烈大陸冷氣團或寒流南下影響，東北風可能挾帶微量境外污染物影響臺灣及離島，中南部污染物易累積；10日白天至11日環境風場轉為偏東風，西半部污染物易累積。空氣品質受氣象條件影響大，有其不確定性，請隨時留意最新空氣品質資訊。","2025-02-05 22:00",竹苗,細懸浮微粒,2025-02-09,55,,
"今（5）日環境風場為東北東風至偏東風，中南部位於下風處，污染物易累積；馬祖受中國東南沿岸影響，污染物濃度較高。依18時監測結果，宜蘭、花東空品區為「良好」等級；北部、竹苗、中部空品區及澎湖、金門為「普通」等級；雲嘉南、高屏空品區及馬祖為「橘色提醒」等級。
依監測資料及氣象署5日18時氣象資料顯示：6日高壓出海，環境風場為偏東風，西半部地區位於背風側，擴散條件差，污染物易累積；須留意民俗活動可能造成短時間污染物濃度上升。宜蘭、花東空品區為「良好」等級；北部、竹苗空品區及馬祖、澎湖為「普通」等級；中部、雲嘉南、高屏空品區及金門為「橘色提醒」等級。
7日強烈大陸冷氣團或寒流逐漸南下，環境風場為東北風，東北風可能挾帶微量境外污染物影響臺灣及離島，影響程度視降雨情況及上游污染物累積而有所變化，中南部地區位於下風處，污染物稍易累積；彰化至雲嘉南沿海地區因風速較強，易引發地表揚塵現象影響空氣品質及能見度。花東空品區為「良好」等級；北部、竹苗、中部、雲嘉南、高屏、宜蘭空品區及馬祖、金門、澎湖為「普通」等級。
8日強烈大陸冷氣團或寒流影響，環境風場為東北風，中南部地區位於下風處，污染物易累積；彰化至雲嘉南沿海地區因風速較強，易引發地表揚塵現象影響空氣品質及能見度。宜蘭、花東空品區為「良好」等級；北部、竹苗、中部、雲嘉南空品區及馬祖、金門、澎湖為「普通」等級；高屏空品區為「橘色提醒」等級。
未來一週，6日環境風場轉為偏東風，西半部污染物易累積；7日至10日清晨強烈大陸冷氣團或寒流南下影響，東北風可能挾帶微量境外污染物影響臺灣及離島，中南部污染物易累積；10日白天至11日環境風場轉為偏東風，西半部污染物易累積。空氣品質受氣象條件影響大，有其不確定性，請隨時留意最新空氣品質資訊。","2025-02-05 22:00",中部,細懸浮微粒,2025-02-06,105,懸浮微粒,55
"今（5）日環境風場為東北東風至偏東風，中南部位於下風處，污染物易累積；馬祖受中國東南沿岸影響，污染物濃度較高。依18時監測結果，宜蘭、花東空品區為「良好」等級；北部、竹苗、中部空品區及澎湖、金門為「普通」等級；雲嘉南、高屏空品區及馬祖為「橘色提醒」等級。
依監測資料及氣象署5日18時氣象資料顯示：6日高壓出海，環境風場為偏東風，西半部地區位於背風側，擴散條件差，污染物易累積；須留意民俗活動可能造成短時間污染物濃度上升。宜蘭、花東空品區為「良好」等級；北部、竹苗空品區及馬祖、澎湖為「普通」等級；中部、雲嘉南、高屏空品區及金門為「橘色提醒」等級。
7日強烈大陸冷氣團或寒流逐漸南下，環境風場為東北風，東北風可能挾帶微量境外污染物影響臺灣及離島，影響程度視降雨情況及上游污染物累積而有所變化，中南部地區位於下風處，污染物稍易累積；彰化至雲嘉南沿海地區因風速較強，易引發地表揚塵現象影響空氣品質及能見度。花東空品區為「良好」等級；北部、竹苗、中部、雲嘉南、高屏、宜蘭空品區及馬祖、金門、澎湖為「普通」等級。
8日強烈大陸冷氣團或寒流影響，環境風場為東北風，中南部地區位於下風處，污染物易累積；彰化至雲嘉南沿海地區因風速較強，易引發地表揚塵現象影響空氣品質及能見度。宜蘭、花東空品區為「良好」等級；北部、竹苗、中部、雲嘉南空品區及馬祖、金門、澎湖為「普通」等級；高屏空品區為「橘色提醒」等級。
未來一週，6日環境風場轉為偏東風，西半部污染物易累積；7日至10日清晨強烈大陸冷氣團或寒流南下影響，東北風可能挾帶微量境外污染物影響臺灣及離島，中南部污染物易累積；10日白天至11日環境風場轉為偏東風，西半部污染物易累積。空氣品質受氣象條件影響大，有其不確定性，請隨時留意最新空氣品質資訊。","2025-02-05 22:00",馬祖,細懸浮微粒,2025-02-08,90,,
"今（5）日環境風場為東北東風至偏東風，中南部位於下風處，污染物易累積；馬祖受中國東南沿岸影響，污染物濃度較高。依18時監測結果，宜蘭、花東空品區為「良好」等級；北部、竹苗、中部空品區及澎湖、金門為「普通」等級；雲嘉南、高屏空品區及馬祖為「橘色提醒」等級。
依監測資料及氣象署5日18時氣象資料顯示：6日高壓出海，環境風場為偏東風，西半部地區位於背風側，擴散條件差，污染物易累積；須留意民俗活動可能造成短時間污染物濃度上升。宜蘭、花東空品區為「良好」等級；北部、竹苗空品區及馬祖、澎湖為「普通」等級；中部、雲嘉南、高屏空品區及金門為「橘色提醒」等級。
7日強烈大陸冷氣團或寒流逐漸南下，環境風場為東北風，東北風可能挾帶微量境外污染物影響臺灣及離島，影響程度視降雨情況及上游污染物累積而有所變化，中南部地區位於下風處，污染物稍易累積；彰化至雲嘉南沿海地區因風速較強，易引發地表揚塵現象影響空氣品質及能見度。花東空品區為「良好」等級；北部、竹苗、中部、雲嘉南、高屏、宜蘭空品區及馬祖、金門、澎湖為「普通」等級。
8日強烈大陸冷氣團或寒流影響，環境風場為東北風，中南部地區位於下風處，污染物易累積；彰化至雲嘉南沿海地區因風速較強，易引發地表揚塵現象影響空氣品質及能見度。宜蘭、花東空品區為「良好」等級；北部、竹苗、中部、雲嘉南空品區及馬祖、金門、澎湖為「普通」等級；高屏空品區為「橘色提醒」等級。
未來一週，6日環境風場轉為偏東風，西半部污染物易累積；7日至10日清晨強烈大陸冷氣團或寒流南下影響，東北風可能挾帶微量境外污染物影響臺灣及離島，中南部污染物易累積；10日白天至11日環境風場轉為偏東風，西半部污染物易累積。空氣品質受氣象條件影響大，有其不確定性，請隨時留意最新空氣品質資訊。","2025-02-05 22:00",高屏,細懸浮微粒,2025-02-07,100,,
"今（5）日環境風場為東北東風至偏東風，中南部位於下風處，污染物易累積；金門及馬祖受中國東南沿岸影響，污染物濃度較高。依16時監測結果，宜蘭、花東空品區及澎湖為「良好」等級；北部、竹苗、中部空品區為「普通」等級；雲嘉南、高屏空品區及馬祖、金門為「橘色提醒」等級。
依監測資料及氣象署5日16時氣象資料顯示：6日高壓出海，環境風場為偏東風，西半部地區位於背風側，擴散條件差，污染物易累積；須留意民俗活動可能造成短時間污染物濃度上升。宜蘭、花東空品區為「良好」等級；北部、竹苗空品區及馬祖、澎湖為「普通」等級；中部、雲嘉南、高屏空品區及金門為「橘色提醒」等級。
7日強烈大陸冷氣團或寒流逐漸南下，環境風場為東北風，東北風可能挾帶微量境外污染物影響臺灣及離島，影響程度視降雨情況及上游污染物累積而有所變化，中南部地區位於下風處，污染物稍易累積；彰化至雲嘉南沿海地區因風速較強，易引發地表揚塵現象影響空氣品質及能見度。花東空品區為「良好」等級；北部、竹苗、中部、雲嘉南、高屏、宜蘭空品區及馬祖、金門、澎湖為「普通」等級。
8日強烈大陸冷氣團或寒流影響，環境風場為東北風，中南部地區位於下風處，污染物易累積；彰化至雲嘉南沿海地區因風速較強，易引發地表揚塵現象影響空氣品質及能見度。宜蘭、花東空品區為「良好」等級；北部、竹苗、中部、雲嘉南空品區及馬祖、金門、澎湖為「普通」等級；高屏空品區為「橘色提醒」等級。
未來一週，6日環境風場轉為偏東風，西半部污染物易累積；7日至10日清晨強烈大陸冷氣團或寒流南下影響，東北風可能挾帶微量境外污染物影響臺灣及離島，中南部污染物易累積；10日白天至11日環境風場轉為偏東風，西半部污染物易累積。空氣品質受氣象條件影響大，有其不確定性，請隨時留意最新空氣品質資訊。","2025-02-05 16:30",澎湖,細懸浮微粒,2025-02-07,80,,
"今（5）日環境風場為東北東風至偏東風，中南部位於下風處，污染物易累積；金門及馬祖受中國東南沿岸影響，污染物濃度較高。依16時監測結果，宜蘭、花東空品區及澎湖為「良好」等級；北部、竹苗、中部空品區為「普通」等級；雲嘉南、高屏空品區及馬祖、金門為「橘色提醒」等級。
依監測資料及氣象署5日16時氣象資料顯示：6日高壓出海，環境風場為偏東風，西半部地區位於背風側，擴散條件差，污染物易累積；須留意民俗活動可能造成短時間污染物濃度上升。宜蘭、花東空品區為「良好」等級；北部、竹苗空品區及馬祖、澎湖為「普通」等級；中部、雲嘉南、高屏空品區及金門為「橘色提醒」等級。
7日強烈大陸冷氣團或寒流逐漸南下，環境風場為東北風，東北風可能挾帶微量境外污染物影響臺灣及離島，影響程度視降雨情況及上游污染物累積而有所變化，中南部地區位於下風處，污染物稍易累積；彰化至雲嘉南沿海地區因風速較強，易引發地表揚塵現象影響空氣品質及能見度。花東空品區為「良好」等級；北部、竹苗、中部、雲嘉南、高屏、宜蘭空品區及馬祖、金門、澎湖為「普通」等級。
8日強烈大陸冷氣團或寒流影響，環境風場為東北風，中南部地區位於下風處，污染物易累積；彰化至雲嘉南沿海地區因風速較強，易引發地表揚塵現象影響空氣品質及能見度。宜蘭、花東空品區為「良好」等級；北部、竹苗、中部、雲嘉南空品區及馬祖、金門、澎湖為「普通」等級；高屏空品區為「橘色提醒」等級。
未來一週，6日環境風場轉為偏東風，西半部污染物易累積；7日至10日清晨強烈大陸冷氣團或寒流南下影響，東北風可能挾帶微量境外污染物影響臺灣及離島，中南部污染物易累積；10日白天至11日環境風場轉為偏東風，西半部污染物易累積。空氣品質受氣象條件影響大，有其不確定性，請隨時留意最新空氣品質資訊。","2025-02-05 16:30",宜蘭,,2025-02-08,50,,
"今（5）日環境風場為東北東風至偏東風，中南部位於下風處，污染物易累積；金門及馬祖受中國東南沿岸影響，污染物濃度較高。依16時監測結果，宜蘭、花東空品區及澎湖為「良好」等級；北部、竹苗、中部空品區為「普通」等級；雲嘉南、高屏空品區及馬祖、金門為「橘色提醒」等級。
依監測資料及氣象署5日16時氣象資料顯示：6日高壓出海，環境風場為偏東風，西半部地區位於背風側，擴散條件差，污染物易累積；須留意民俗活動可能造成短時間污染物濃度上升。宜蘭、花東空品區為「良好」等級；北部、竹苗空品區及馬祖、澎湖為「普通」等級；中部、雲嘉南、高屏空品區及金門為「橘色提醒」等級。
7日強烈大陸冷氣團或寒流逐漸南下，環境風場為東北風，東北風可能挾帶微量境外污染物影響臺灣及離島，影響程度視降雨情況及上游污染物累積而有所變化，中南部地區位於下風處，污染物稍易累積；彰化至雲嘉南沿海地區因風速較強，易引發地表揚塵現象影響空氣品質及能見度。花東空品區為「良好」等級；北部、竹苗、中部、雲嘉南、高屏、宜蘭空品區及馬祖、金門、澎湖為「普通」等級。
8日強烈大陸冷氣團或寒流影響，環境風場為東北風，中南部地區位於下風處，污染物易累積；彰化至雲嘉南沿海地區因風速較強，易引發地表揚塵現象影響空氣品質及能見度。宜蘭、花東空品區為「良好」等級；北部、竹苗、中部、雲嘉南空品區及馬祖、金門、澎湖為「普通」等級；高屏空品區為「橘色提醒」等級。
未來一週，6日環境風場轉為偏東風，西半部污染物易累積；7日至10日清晨強烈大陸冷氣團或寒流南下影響，東北風可能挾帶微量境外污染物影響臺灣及離島，中南部污染物易累積；10日白天至11日環境風場轉為偏東風，西半部污染物易累積。空氣品質受氣象條件影響大，有其不確定性，請隨時留意最新空氣品質資訊。","2025-02-05 16:30",花東,,2025-02-06,50,,
